Genes,Phos Site No,Domain No,Protein Mass,Transcript Length,Gene Length,Exon No,CDS Length,Isoform No,Amino Acid Length,target
APOBEC3F,3,2,45020,2556.0,15368.0,4.0,877.2,2,237.0,Expanded Negatives
APOBEC3G,6,1,46408,1564.0,10676.0,3.571428571428572,1155.0,1,384.0,Expanded Negatives
APOC2,3,1,11284,651.2,3595.0,3.6,251.0,5,81.6,Expanded Negatives
APOH,1,2,38298,759.0,44492.0,5.75,700.5652173913044,4,207.5,Expanded Negatives
APOL1,3,1,43974,1865.25,14520.0,5.916666666666668,783.4090909090909,11,255.63636363636363,Expanded Negatives
APOL2,5,1,37092,1544.6,13745.0,4.111111111111111,804.3571428571429,5,265.0,Expanded Negatives
APOL3,5,1,44278,2175.833333333333,25847.0,3.6666666666666665,368.11666666666673,15,129.26666666666668,Expanded Negatives
APOL5,5,1,47044,1438.0,11611.0,5.0,1302.0,2,433.0,Expanded Negatives
APOL6,1,1,38128,10065.0,19958.0,3.0,1032.0,1,343.0,Expanded Negatives
APOOL,10,1,29159,6463.666666666668,89439.0,9.666666666666666,801.8275862068965,3,266.3333333333333,Expanded Negatives
APRT,10,1,19608,715.6,2605.0,3.636363636363636,398.1612903225807,7,129.0,Expanded Negatives
APTX,7,3,40740,1427.6153846153845,52562.0,6.090909090909091,558.5,27,177.85185185185185,Expanded Negatives
AQP2,4,1,28837,2491.5,8140.0,4.333333333333333,730.1538461538463,3,246.0,Expanded Negatives
AQP5,4,1,28292,1449.0,3810.0,3.0,798.0,1,265.0,Expanded Negatives
AQP8,1,1,27381,1300.5,13201.0,6.0,777.0,2,258.0,Expanded Negatives
AQP9,2,1,31431,2390.333333333333,47742.0,5.25,826.421052631579,3,273.3333333333333,Expanded Negatives
AQR,16,3,171295,5070.0,117960.0,14.166666666666664,3036.945945945946,3,770.3333333333335,Expanded Negatives
ARAF,56,3,67585,2051.0,10820.0,8.0,1625.842105263158,3,467.0,Expanded Negatives
ARAP1,55,5,162192,3154.2727272727275,108530.0,15.428571428571427,3327.9958847736625,11,843.8181818181819,Expanded Negatives
ARAP2,28,5,193452,2783.0,296293.0,9.7,3816.616666666667,4,666.0,Expanded Negatives
ARAP3,36,5,169844,4137.6,28829.0,21.285714285714285,3961.30534351145,5,1192.0,Expanded Negatives
AREL1,16,2,94223,2257.75,59671.0,8.529411764705884,1369.6629213483145,9,289.5555555555556,Expanded Negatives
ARFGAP3,45,1,56928,1247.6,61604.0,8.5,1152.591836734694,5,301.0,Expanded Negatives
ARFGEF1,47,4,208767,3430.6,170270.0,13.625,3891.9795918367354,5,852.6,Expanded Negatives
ARFIP1,23,1,41738,2293.6,138526.0,5.727272727272728,1013.3846153846154,5,324.2,Expanded Negatives
ARFRP1,2,1,22614,2126.285714285714,9383.0,5.357142857142857,508.0344827586207,8,165.75,Expanded Negatives
ARG1,14,1,34735,1236.0,11188.0,5.142857142857143,897.9130434782608,3,296.0,Expanded Negatives
ARG2,5,1,38578,1911.0,31788.0,5.25,1065.0,1,354.0,Expanded Negatives
ARGLU1,12,1,33216,3363.0,26464.0,4.0,822.0,1,273.0,Expanded Negatives
ARHGAP10,10,4,89375,2616.5,340717.0,10.428571428571429,1956.1944444444446,2,599.5,Expanded Negatives
ARHGAP11A,62,1,113866,3349.0,23942.753846153846,10.0,2146.1612903225805,11,682.6363636363636,Expanded Negatives
ARHGAP12,41,4,96254,4049.166666666666,123472.0,12.2,2331.252525252525,6,715.3333333333335,Expanded Negatives
ARHGAP15,24,2,54544,2319.0,676990.0,5.0,975.875,3,223.0,Expanded Negatives
ARHGAP17,45,2,95437,1713.142857142857,96277.0,6.65,1475.4025974025974,9,291.5555555555556,Expanded Negatives
ARHGAP18,15,1,74977,4414.0,134045.0,7.666666666666668,1992.0,1,663.0,Expanded Negatives
ARHGAP19,18,1,55756,3432.5,70500.0,8.857142857142858,1233.6792452830189,5,388.2,Expanded Negatives
ARHGAP20,13,2,132608,5489.333333333333,136147.0,13.833333333333336,3409.698795180723,6,1094.1666666666667,Expanded Negatives
ARHGAP24,20,2,84258,2325.857142857143,527518.0,5.166666666666667,1566.127659574468,7,446.28571428571433,Expanded Negatives
ARHGAP25,27,2,73435,2419.857142857143,147232.0,6.470588235294117,1410.3170731707314,10,433.8,Expanded Negatives
ARHGAP27,22,3,98396,2615.583333333333,40491.124197002144,8.339285714285714,1774.9223300970873,27,478.77777777777777,Expanded Negatives
ARHGAP29,54,2,142064,5497.5,126080.0,14.4,3014.8,3,896.3333333333335,Expanded Negatives
ARHGAP31,42,1,156985,4934.0,126341.0,9.0,3055.666666666666,2,804.5,Expanded Negatives
ARHGAP35,58,4,170514,8292.5,86401.0,3.8333333333333335,4500.0,2,1499.0,Expanded Negatives
ARHGAP36,7,1,61664,2377.833333333333,31539.0,10.5,1389.142857142857,6,439.66666666666674,Expanded Negatives
ARHGAP4,32,3,105026,1546.333333333333,27632.0,10.583333333333334,1827.7988505747128,14,454.5,Expanded Negatives
ARHGAP5,38,4,172460,3878.888888888889,83614.0,5.454545454545454,2676.694915254237,10,694.3,Expanded Negatives
ARHGAP6,28,1,105947,3604.666666666666,548269.0,12.0,2221.0,6,762.0,Expanded Negatives
ARHGAP8,12,2,53484,1190.0,110230.0,7.5,797.5671641791045,7,234.0,Expanded Negatives
ARHGAP9,25,4,83260,1480.928571428571,16550.0,8.6,1708.8675496688738,13,365.76923076923083,Expanded Negatives
ARHGDIB,16,1,22988,792.4285714285713,19697.0,5.0,525.5945945945947,7,165.14285714285714,Expanded Negatives
ARHGEF10,30,1,151612,4797.166666666667,134689.75247524751,13.032258064516132,3651.587837837838,12,1125.8333333333333,Expanded Negatives
ARHGEF10L,23,1,140379,4115.0,158176.0,13.777777777777779,3309.097826086957,4,1045.5,Expanded Negatives
ARHGEF12,69,4,173232,8656.666666666666,153524.0,14.214285714285715,4512.467213114754,3,1503.333333333333,Expanded Negatives
ARHGEF15,16,1,91940,2614.0,12273.0,6.777777777777778,2045.055555555556,6,459.66666666666674,Expanded Negatives
ARHGEF16,26,3,80105,1732.8,26448.0,8.571428571428571,1389.1836734693875,5,375.4,Expanded Negatives
ARHGEF17,84,1,221673,4464.666666666667,61099.0,7.7142857142857135,4477.840909090909,3,1100.0,Expanded Negatives
ARHGEF19,12,2,89197,1608.333333333333,14798.0,7.166666666666668,1878.25,3,425.33333333333326,Expanded Negatives
ARHGEF25,7,1,63843,2301.0,7065.0,9.714285714285714,1674.5744680851064,3,557.6666666666666,Expanded Negatives
ARHGEF26,28,2,97346,3812.875,138412.5,11.0,2416.5,8,744.75,Expanded Negatives
ARHGEF28,39,3,191891,4712.5,315835.0,17.714285714285715,4722.678571428572,8,1331.125,Expanded Negatives
ARHGEF3,8,1,59783,2144.222222222222,351911.0,8.2,1098.7358490566037,12,324.75,Expanded Negatives
ARHGEF37,16,3,76278,2720.5,83021.0,6.333333333333332,1705.875,2,389.0,Expanded Negatives
ARHGEF38,12,3,89078,3447.0,155473.0,6.571428571428571,1962.0,2,498.0,Expanded Negatives
ARHGEF39,2,1,38295,3678.0,16991.0,7.166666666666668,840.0,3,273.3333333333333,Expanded Negatives
ARHGEF40,42,1,164658,3844.5,19975.0,13.125,2607.293333333333,4,799.5,Expanded Negatives
ARHGEF5,77,4,176799,3444.166666666666,22331.72972972973,12.333333333333336,3515.837837837838,6,1048.0,Expanded Negatives
ARHGEF6,40,7,87499,4801.0,115385.0,21.33333333333333,2027.8125,3,673.3333333333334,Expanded Negatives
ARID1A,84,2,242045,4993.875,88868.0,9.235294117647056,4990.783582089553,10,1186.0,Expanded Negatives
ARID1B,50,2,236123,4526.45,434759.0,8.083333333333334,4346.96218487395,21,971.1428571428572,Expanded Negatives
ARID2,32,2,197391,5254.8,178334.0,10.111111111111109,4497.75,5,1076.8,Expanded Negatives
ARID3A,18,1,62889,3482.0,50158.0,3.8571428571428568,1225.7894736842104,3,342.3333333333333,Expanded Negatives
ARID4A,57,3,142752,3624.4285714285716,75502.0,12.0,3004.6585365853657,8,742.875,Expanded Negatives
ARID4B,58,3,147809,4239.6,196585.0,14.153846153846152,3188.6716417910447,7,962.1428571428572,Expanded Negatives
ARID5A,23,1,64074,2630.0,15891.0,5.5,1231.2,3,392.66666666666674,Expanded Negatives
ARID5B,32,1,132375,4024.0,195260.0,6.25,2698.2272727272725,3,795.6666666666665,Expanded Negatives
ARIH1,6,1,64118,7631.666666666668,128657.0,4.7,1000.2333333333332,5,217.8,Expanded Negatives
ARIH2,8,1,57819,1526.2857142857142,67561.0,5.67741935483871,863.9571428571429,8,198.0,Expanded Negatives
ARL13A,1,1,33003,795.5,21121.0,6.5,690.8461538461537,4,208.25,Expanded Negatives
ARL13B,10,1,48643,2957.25,75529.0,7.2,840.263157894737,6,274.5,Expanded Negatives
ARL14EP,4,1,29338,2895.0,15119.0,2.5,690.0,2,214.0,Expanded Negatives
ARL5A,1,1,20728,3005.5,39508.0,5.0,404.03571428571433,4,135.0,Expanded Negatives
ARL6IP4,51,1,44915,1097.25,2853.0,4.9,839.7605633802817,13,277.53846153846155,Expanded Negatives
ARMC4,3,1,115679,1872.333333333333,186884.0,7.166666666666668,2270.090909090909,3,496.66666666666674,Expanded Negatives
ARMC6,12,1,54142,1231.0588235294115,26736.0,5.15,772.5825242718448,20,207.3,Expanded Negatives
ARMC8,9,1,75509,2026.058823529412,111141.0,11.217391304347824,1464.7092511013213,18,366.0555555555555,Expanded Negatives
ARMCX1,4,1,49180,2141.0,4169.0,4.0,1362.0,1,453.0,Expanded Negatives
ARMCX2,17,1,65683,1521.375,4569.0,4.230769230769232,899.3846153846154,8,310.75,Expanded Negatives
ARMCX3,11,1,42501,2401.2,5046.0,4.571428571428571,803.2916666666665,5,258.8,Expanded Negatives
ARNTL,20,3,68762,1361.857142857143,110614.0,8.857142857142858,1184.8260869565215,15,261.53333333333336,Expanded Negatives
ARNTL2,8,3,70887,2537.625,92435.0,14.0,1780.622950819672,8,590.75,Expanded Negatives
ARPIN,7,1,24943,3476.666666666666,17946.0,4.666666666666667,518.7142857142857,3,164.0,Expanded Negatives
ARPP19,14,1,12323,1722.333333333333,22838.0,3.4615384615384617,321.6976744186046,12,103.08333333333331,Expanded Negatives
ARRDC1,6,2,45981,980.0,9675.0,5.166666666666667,864.5652173913044,4,251.0,Expanded Negatives
ARRDC3,4,2,46395,4239.0,14686.0,3.8571428571428568,1245.0,1,414.0,Expanded Negatives
ARRDC4,6,2,45479,4062.0,13130.0,8.0,1257.0,1,418.0,Expanded Negatives
ARSB,9,1,59687,2896.5,208878.0,4.833333333333333,1261.3478260869565,4,347.25,Expanded Negatives
ARSG,5,2,57061,2422.25,163549.0,6.4444444444444455,1351.081081081081,4,359.75,Expanded Negatives
ARSI,5,1,64030,1671.333333333333,42964.0,2.0,1083.6666666666667,3,360.33333333333326,Expanded Negatives
ARSJ,2,1,67235,4603.0,79443.0,3.25,868.0,2,366.0,Expanded Negatives
ARSK,3,1,61450,2221.0,49990.0,6.4,910.5,5,244.4,Expanded Negatives
ART4,2,1,35878,1630.75,17957.0,2.5,532.5,4,173.25,Expanded Negatives
ARV1,1,1,31052,1117.0,21752.0,5.428571428571429,739.3333333333335,6,238.33333333333331,Expanded Negatives
ARVCF,37,1,104642,3077.25,46927.0,9.090909090909092,2790.2608695652175,4,927.5,Expanded Negatives
ARX,5,2,58160,1518.5,12726.0,2.6,1247.5714285714287,2,305.0,Expanded Negatives
AS3MT,6,1,41748,2086.5,32429.0,12.0,1067.875,2,356.5,Expanded Negatives
ASAP2,25,5,111651,4065.333333333334,198918.0,12.833333333333336,2620.439393939394,3,761.3333333333335,Expanded Negatives
ASAP3,15,4,99155,2203.1666666666665,56005.0,11.416666666666664,1369.6776859504132,18,339.3333333333333,Expanded Negatives
ASB1,1,2,37014,3884.5,25508.0,3.4444444444444446,661.8461538461537,3,210.0,Expanded Negatives
ASB10,1,2,50894,1783.666666666667,12134.0,5.0,1203.6,4,365.75,Expanded Negatives
ASB14,3,2,65331,3177.0,24335.0,8.666666666666666,1764.0,2,587.0,Expanded Negatives
ASB18,2,4,50803,983.25,69537.0,3.333333333333333,1101.75,4,311.5,Expanded Negatives
ASB2,4,4,65084,1549.833333333333,42638.0,4.6,1341.7714285714285,12,345.16666666666674,Expanded Negatives
ASB8,3,4,31642,943.0769230769232,33424.0,4.0,334.8235294117647,16,110.3125,Expanded Negatives
ASB9,5,2,31858,1504.4,35179.0,6.222222222222222,775.4571428571429,5,256.2,Expanded Negatives
ASCC2,17,1,86360,1868.2,49695.0,7.2608695652173925,1321.9174311926606,9,303.1111111111111,Expanded Negatives
ASCC3,36,3,251460,3806.0,373178.0,12.714285714285715,3765.373493975904,5,653.6,Expanded Negatives
ASCL2,5,1,20185,1852.0,2457.0,2.0,582.0,1,193.0,Expanded Negatives
ASCL3,5,1,20797,633.0,632.0,1.0,546.0,1,181.0,Expanded Negatives
ASF1A,8,1,22969,2434.0,15019.0,3.0,615.0,1,204.0,Expanded Negatives
ASF1B,5,1,22434,1074.3333333333333,17101.0,3.4,391.2352941176471,5,127.8,Expanded Negatives
ASGR1,4,2,33186,1044.5,6133.0,6.0,585.0784313725492,8,173.375,Expanded Negatives
ASGR2,1,2,35092,1215.75,14378.0,7.333333333333332,790.1212121212121,4,256.25,Expanded Negatives
ASH1L,79,4,332790,8613.666666666666,227539.0,10.857142857142858,7522.2089552238795,4,1566.0,Expanded Negatives
ASH2L,14,1,68723,2040.0,38834.0,8.666666666666666,1241.6043956043954,8,344.5,Expanded Negatives
ASIC3,7,1,58905,1405.0,4464.0,7.777777777777778,1265.9375,7,390.0,Expanded Negatives
ASIC4,7,1,70105,2712.5,24602.0,7.0,1974.0,2,656.5,Expanded Negatives
ASL,6,2,51658,1599.2,17760.0,10.1,1275.0,5,410.4,Expanded Negatives
ASMTL,20,3,68857,2049.333333333333,50623.0,7.666666666666668,1791.3157894736844,3,596.3333333333334,Expanded Negatives
ASPH,29,3,85863,2011.3809523809525,214084.0,8.766666666666667,1048.857142857143,21,263.0952380952381,Expanded Negatives
ASPSCR1,13,2,60183,1196.4444444444443,40599.0,8.238095238095237,1168.8067226890755,12,300.1666666666667,Expanded Negatives
ASRGL1,3,1,32055,1388.333333333333,55964.0,4.0,523.3157894736842,8,147.375,Expanded Negatives
ASS1,21,1,46530,1287.4,56345.0,9.0,1085.688524590164,5,322.6,Expanded Negatives
ASXL1,25,3,165432,3387.333333333333,80989.0,6.5555555555555545,2243.972602739726,17,505.47058823529403,Expanded Negatives
ASXL2,57,3,153820,8355.333333333334,144763.0,10.0,3836.057142857143,3,1253.3333333333333,Expanded Negatives
ASXL3,19,3,241919,7988.0,172976.0,8.133333333333333,2293.3880597014927,5,780.6,Expanded Negatives
ATAD2,76,3,158554,5345.0,96500.0,17.375,1702.4594594594596,4,556.25,Expanded Negatives
ATAD2B,39,3,164914,3912.75,178459.0,9.333333333333334,3031.8867924528304,4,656.5,Expanded Negatives
ATAD3B,14,2,72573,2448.0,26079.0,9.8,1947.0,1,648.0,Expanded Negatives
ATAD3C,8,2,46380,2192.0,20469.0,6.666666666666668,955.3333333333335,2,271.0,Expanded Negatives
ATAD5,65,1,207570,6873.0,63903.0,17.0,4800.0,2,1534.0,Expanded Negatives
ATE1,15,2,59090,3907.4285714285716,188380.0,8.888888888888891,1391.6,7,444.1428571428572,Expanded Negatives
ATF1,15,2,29233,1235.3333333333333,57452.0,5.8,484.3103448275862,5,154.6,Expanded Negatives
ATF3,2,2,20576,1125.625,55443.0,3.727272727272727,442.0,9,146.0,Expanded Negatives
ATF4,12,1,38590,1782.666666666667,2990.0,3.0,1056.0,3,351.0,Expanded Negatives
ATF6,11,1,74585,7470.0,197750.0,10.5,2013.0,1,670.0,Expanded Negatives
ATF6B,7,1,76709,2065.75,12988.046931407942,8.65625,1942.1864406779666,12,555.4166666666666,Expanded Negatives
ATF7,41,1,52967,2117.375,118554.0,6.083333333333332,1020.967213114754,8,251.75,Expanded Negatives
ATF7IP2,11,2,75764,1941.0,157204.0,6.277777777777778,1234.411111111111,11,336.3636363636364,Expanded Negatives
ATG101,3,1,25003,903.5,8248.0,2.8571428571428568,507.8571428571428,4,158.25,Expanded Negatives
ATG13,10,1,56572,1585.764705882353,57291.0,7.333333333333332,991.4152046783626,19,203.73684210526315,Expanded Negatives
ATG14,9,1,55309,4742.0,45466.0,8.5,1479.0,1,492.0,Expanded Negatives
ATG16L2,10,2,68998,1366.875,29268.0,8.285714285714286,877.2639999999999,12,248.41666666666663,Expanded Negatives
ATG2A,27,2,212860,4484.333333333333,22665.0,15.333333333333336,5163.15294117647,3,1337.0,Expanded Negatives
ATG2B,42,2,232763,13162.0,84146.0,10.0,6237.0,1,2078.0,Expanded Negatives
ATG3,6,3,35864,1739.666666666667,29537.0,6.888888888888888,641.325,4,195.5,Expanded Negatives
ATG4A,3,1,45378,1552.0,63003.0,9.375,752.2647058823529,6,254.33333333333331,Expanded Negatives
ATG4B,9,1,44294,1560.333333333333,36644.0,7.115384615384616,683.1445783132531,13,187.6923076923077,Expanded Negatives
ATG4C,14,1,52497,1513.2,81384.0,7.4,1002.0,5,273.2,Expanded Negatives
ATG4D,6,1,52922,789.3333333333335,9523.0,6.25,705.0714285714287,11,204.3636363636364,Expanded Negatives
ATG5,5,1,32447,2503.0,280368.0,6.454545454545454,553.5909090909091,9,176.55555555555554,Expanded Negatives
ATG7,9,2,77960,1232.0,285356.0,6.25,1113.7068965517242,15,219.46666666666667,Expanded Negatives
ATG9A,23,1,94447,1565.3846153846155,10337.0,8.095238095238095,1413.7945205479452,16,336.8125,Expanded Negatives
ATL3,11,2,60542,3256.333333333333,47834.0,8.25,1453.533333333333,3,411.0,Expanded Negatives
ATN1,43,1,125414,4526.5,17858.0,6.25,3573.0,2,1190.0,Expanded Negatives
ATOH8,2,1,34644,5658.0,40039.0,3.0,966.0,1,321.0,Expanded Negatives
ATOX1,6,1,7402,1223.6666666666667,30216.0,3.4285714285714284,200.45454545454547,6,65.83333333333333,Expanded Negatives
ATP10A,13,3,167688,2695.333333333333,187899.0,8.857142857142858,2458.280701754386,5,508.4,Expanded Negatives
ATP10B,6,3,165391,5509.666666666668,289094.0,8.333333333333334,4001.388888888889,3,1150.0,Expanded Negatives
ATP10D,19,3,160274,4602.5,108198.0,9.0,2557.3673469387754,3,728.3333333333335,Expanded Negatives
ATP11A,22,4,129756,4780.714285714285,196839.0,10.294117647058824,2927.774436090225,8,633.25,Expanded Negatives
ATP11B,14,4,134190,2400.1666666666665,128126.0,11.6,2208.3863636363635,7,422.0,Expanded Negatives
ATP11C,27,4,129477,4322.166666666667,218930.0,15.666666666666664,2886.4811320754716,6,650.5,Expanded Negatives
ATP13A1,30,2,132955,2628.6666666666665,18478.0,8.8,3185.017543859649,3,825.0,Expanded Negatives
ATP13A3,14,5,138043,5135.11111111111,95692.0,15.6,3231.4666666666667,9,807.1111111111112,Expanded Negatives
ATP13A4,14,4,133987,3750.75,194144.0,15.272727272727273,2130.948148148148,7,563.1428571428571,Expanded Negatives
ATP1B3,6,1,31513,959.0,50425.0,5.2,313.64285714285717,7,104.85714285714286,Expanded Negatives
ATP2A3,15,5,113977,3062.125,40594.0,11.066666666666665,2877.377622377622,8,805.625,Expanded Negatives
ATP2C1,20,5,100577,3067.6111111111113,166117.0,17.875,2520.574626865672,20,651.7,Expanded Negatives
ATP2C2,13,4,103169,3424.0,95660.0,9.8,2617.229508196721,3,658.0,Expanded Negatives
ATP4A,10,5,114119,3709.0,13615.0,10.0,2551.518518518519,2,534.5,Expanded Negatives
ATP6V0A2,23,1,98082,2679.6,49402.0,7.888888888888888,1589.2765957446811,5,365.0,Expanded Negatives
ATP7A,50,3,163373,4582.5,139739.0,13.166666666666664,2627.1038961038957,5,613.8,Expanded Negatives
ATP7B,24,3,157263,5313.857142857143,81689.0,13.6875,3537.529411764706,9,1139.111111111111,Expanded Negatives
ATP8B1,18,4,143695,3342.5,156889.0,14.875,2705.1559633027523,7,709.1428571428571,Expanded Negatives
ATP8B2,19,4,137440,3717.0,25751.0,10.333333333333334,2919.6,2,805.0,Expanded Negatives
ATPAF1,5,1,36437,1567.4444444444446,41130.0,7.0,659.5232558139535,11,211.9090909090909,Expanded Negatives
ATRN,10,5,158537,6286.0,180100.0,27.0,4071.944444444444,2,1350.5,Expanded Negatives
ATRX,178,3,282586,3617.3,281355.0,8.75,3640.3954802259886,14,645.2857142857142,Expanded Negatives
ATXN10,9,1,53489,1766.2,173509.0,6.0,1120.857142857143,5,320.8,Expanded Negatives
ATXN1L,21,1,73306,7896.0,39292.0,3.0,2070.0,1,689.0,Expanded Negatives
ATXN2,82,3,140283,2706.5263157894738,156191.0,11.6,2852.0316091954023,22,662.2272727272727,Expanded Negatives
ATXN2L,79,3,113374,2368.857142857143,14202.0,10.5,2548.75799086758,16,583.3125,Expanded Negatives
ATXN7,34,1,95451,3919.142857142857,115841.68131868132,6.5,2541.0266666666666,7,762.5714285714287,Expanded Negatives
ATXN7L3,17,2,38651,1920.857142857143,8308.0,6.75,780.7666666666668,7,221.85714285714286,Expanded Negatives
AUNIP,7,1,40253,1754.0,27545.0,3.0,1098.0,2,364.0,Expanded Negatives
AUP1,19,1,45787,1458.0,3115.0,7.25,1177.5,2,391.5,Expanded Negatives
AURKA,26,1,45809,1627.6153846153845,22948.0,8.153846153846152,994.9056603773583,13,304.46153846153845,Expanded Negatives
AURKB,18,1,39311,902.1111111111113,5867.0,6.142857142857142,757.7183098591548,10,236.8,Expanded Negatives
AURKC,8,1,35591,1022.3333333333335,4746.0,6.25,695.52,8,218.75,Expanded Negatives
AUTS2,31,1,138982,3295.5625,1195199.0,6.848484848484849,2308.1277777777773,15,610.8666666666667,Expanded Negatives
AVIL,8,2,92027,1729.5,21328.0,7.6,1204.4,3,350.66666666666674,Expanded Negatives
AVL9,9,1,71947,4765.5,93300.0,7.666666666666668,1730.3454545454545,4,563.25,Expanded Negatives
AVPR1A,5,2,46800,3327.0,8183.0,2.5,839.4,2,302.0,Expanded Negatives
AVPR1B,5,1,46971,5026.0,10763.0,2.0,1275.0,1,424.0,Expanded Negatives
AVPR2,5,1,40279,1493.5,4635.0,3.2,850.5,6,307.0,Expanded Negatives
AXIN2,15,4,93558,1946.375,33085.0,4.888888888888889,1915.658536585366,8,420.375,Expanded Negatives
AXL,25,3,98337,3493.333333333333,42543.0,14.4,2431.767857142857,3,801.6666666666665,Expanded Negatives
AZGP1,1,2,34259,1309.0,9322.0,2.6666666666666665,641.1,3,203.33333333333331,Expanded Negatives
AZIN2,1,2,49980,2334.25,42388.0,6.6190476190476195,1019.0,4,401.0,Expanded Negatives
B3GALT1,1,1,37993,5094.0,5093.0,1.0,981.0,1,326.0,Expanded Negatives
B3GALT2,1,1,49213,3274.0,7609.0,2.0,1269.0,1,422.0,Expanded Negatives
B3GALT4,2,1,41537,1694.0,4267.428571428572,1.1666666666666667,1137.0,5,378.0,Expanded Negatives
B3GALT6,4,1,37138,2805.0,2804.0,1.0,990.0,2,329.0,Expanded Negatives
B3GNT2,1,1,46022,2598.5,28616.0,2.0,1194.0,2,397.0,Expanded Negatives
B4GALNT2,7,1,63258,4127.333333333333,44380.0,11.0,1555.0,3,517.3333333333334,Expanded Negatives
B4GALNT3,8,2,114975,3497.0,103145.0,10.142857142857142,2568.787878787879,2,817.0,Expanded Negatives
B4GALNT4,7,1,116513,3750.0,12618.0,6.6,2341.1111111111113,3,372.66666666666674,Expanded Negatives
B4GALT1,5,2,43920,2868.0,63274.0,4.5,1024.0,2,311.5,Expanded Negatives
B4GALT2,3,2,41972,2189.75,12227.0,5.125,1091.25,4,362.75,Expanded Negatives
B4GALT3,4,2,43928,2072.6666666666665,6658.0,4.9230769230769225,1182.0,3,393.0,Expanded Negatives
B4GALT4,4,2,40041,1435.6153846153845,29214.0,4.95,591.1944444444445,14,146.0,Expanded Negatives
